D:\6th sem\nvidia self driving car project\myData\IMG\center_2023_02_10_10_24_32_955.jpg,D:\6th sem\nvidia self driving car project\myData\IMG\left_2023_02_10_10_24_32_955.jpg,D:\6th sem\nvidia self driving car project\myData\IMG\right_2023_02_10_10_24_32_955.jpg,0,0,0,1.649726E-05
D:\6th sem\nvidia self driving car project\myData\IMG\center_2023_02_10_10_24_33_047.jpg,D:\6th sem\nvidia self driving car project\myData\IMG\left_2023_02_10_10_24_33_047.jpg,D:\6th sem\nvidia self driving car project\myData\IMG\right_2023_02_10_10_24_33_047.jpg,0,0,0,6.171485E-06
D:\6th sem\nvidia self driving car project\myData\IMG\center_2023_02_10_10_24_33_128.jpg,D:\6th sem\nvidia self driving car project\myData\IMG\left_2023_02_10_10_24_33_128.jpg,D:\6th sem\nvidia self driving car project\myData\IMG\right_2023_02_10_10_24_33_128.jpg,0,0,0,5.611313E-06
D:\6th sem\nvidia self driving car project\myData\IMG\center_2023_02_10_10_24_33_222.jpg,D:\6th sem\nvidia self driving car project\myData\IMG\left_2023_02_10_10_24_33_222.jpg,D:\6th sem\nvidia self driving car project\myData\IMG\right_2023_02_10_10_24_33_222.jpg,0,0,0,1.068957E-05
D:\6th sem\nvidia self driving car project\myData\IMG\center_2023_02_10_10_24_33_317.jpg,D:\6th sem\nvidia self driving car project\myData\IMG\left_2023_02_10_10_24_33_317.jpg,D:\6th sem\nvidia self driving car project\myData\IMG\right_2023_02_10_10_24_33_317.jpg,0,0,0,2.542712E-06
D:\6th sem\nvidia self driving car project\myData\IMG\center_2023_02_10_10_24_33_405.jpg,D:\6th sem\nvidia self driving car project\myData\IMG\left_2023_02_10_10_24_33_405.jpg,D:\6th sem\nvidia self driving car project\myData\IMG\right_2023_02_10_10_24_33_405.jpg,0,0,0,4.050643E-06
D:\6th sem\nvidia self driving car project\myData\IMG\center_2023_02_10_10_24_33_493.jpg,D:\6th sem\nvidia self driving car project\myData\IMG\left_2023_02_10_10_24_33_493.jpg,D:\6th sem\nvidia self driving car project\myData\IMG\right_2023_02_10_10_24_33_493.jpg,-0.1,0,0,5.864986E-06
D:\6th sem\nvidia self driving car project\myData\IMG\center_2023_02_10_10_24_33_586.jpg,D:\6th sem\nvidia self driving car project\myData\IMG\left_2023_02_10_10_24_33_586.jpg,D:\6th sem\nvidia self driving car project\myData\IMG\right_2023_02_10_10_24_33_586.jpg,-0.3,0.1308417,0,0.05823484
D:\6th sem\nvidia self driving car project\myData\IMG\center_2023_02_10_10_24_33_687.jpg,D:\6th sem\nvidia self driving car project\myData\IMG\left_2023_02_10_10_24_33_687.jpg,D:\6th sem\nvidia self driving car project\myData\IMG\right_2023_02_10_10_24_33_687.jpg,-0.5500001,0.4026171,0,0.4610381
D:\6th sem\nvidia self driving car project\myData\IMG\center_2023_02_10_10_24_33_783.jpg,D:\6th sem\nvidia self driving car project\myData\IMG\left_2023_02_10_10_24_33_783.jpg,D:\6th sem\nvidia self driving car project\myData\IMG\right_2023_02_10_10_24_33_783.jpg,-0.8000001,0.696498,0,1.136643
D:\6th sem\nvidia self driving car project\myData\IMG\center_2023_02_10_10_24_33_875.jpg,D:\6th sem\nvidia self driving car project\myData\IMG\left_2023_02_10_10_24_33_875.jpg,D:\6th sem\nvidia self driving car project\myData\IMG\right_2023_02_10_10_24_33_875.jpg,-1,0.9644343,0,1.8668
D:\6th sem\nvidia self driving car project\myData\IMG\center_2023_02_10_10_24_33_943.jpg,D:\6th sem\nvidia self driving car project\myData\IMG\left_2023_02_10_10_24_33_943.jpg,D:\6th sem\nvidia self driving car project\myData\IMG\right_2023_02_10_10_24_33_943.jpg,-1,1,0,2.910774
D:\6th sem\nvidia self driving car project\myData\IMG\center_2023_02_10_10_24_34_042.jpg,D:\6th sem\nvidia self driving car project\myData\IMG\left_2023_02_10_10_24_34_042.jpg,D:\6th sem\nvidia self driving car project\myData\IMG\right_2023_02_10_10_24_34_042.jpg,-1,1,0,4.038703
D:\6th sem\nvidia self driving car project\myData\IMG\center_2023_02_10_10_24_34_138.jpg,D:\6th sem\nvidia self driving car project\myData\IMG\left_2023_02_10_10_24_34_138.jpg,D:\6th sem\nvidia self driving car project\myData\IMG\right_2023_02_10_10_24_34_138.jpg,0,1,0,4.859477
D:\6th sem\nvidia self driving car project\myData\IMG\center_2023_02_10_10_24_34_233.jpg,D:\6th sem\nvidia self driving car project\myData\IMG\left_2023_02_10_10_24_34_233.jpg,D:\6th sem\nvidia self driving car project\myData\IMG\right_2023_02_10_10_24_34_233.jpg,0,1,0,5.985906
D:\6th sem\nvidia self driving car project\myData\IMG\center_2023_02_10_10_24_34_335.jpg,D:\6th sem\nvidia self driving car project\myData\IMG\left_2023_02_10_10_24_34_335.jpg,D:\6th sem\nvidia self driving car project\myData\IMG\right_2023_02_10_10_24_34_335.jpg,0,1,0,7.132107
D:\6th sem\nvidia self driving car project\myData\IMG\center_2023_02_10_10_24_34_431.jpg,D:\6th sem\nvidia self driving car project\myData\IMG\left_2023_02_10_10_24_34_431.jpg,D:\6th sem\nvidia self driving car project\myData\IMG\right_2023_02_10_10_24_34_431.jpg,0,1,0,8.267489
D:\6th sem\nvidia self driving car project\myData\IMG\center_2023_02_10_10_24_34_534.jpg,D:\6th sem\nvidia self driving car project\myData\IMG\left_2023_02_10_10_24_34_534.jpg,D:\6th sem\nvidia self driving car project\myData\IMG\right_2023_02_10_10_24_34_534.jpg,0,1,0,9.391827
D:\6th sem\nvidia self driving car project\myData\IMG\center_2023_02_10_10_24_34_605.jpg,D:\6th sem\nvidia self driving car project\myData\IMG\left_2023_02_10_10_24_34_605.jpg,D:\6th sem\nvidia self driving car project\myData\IMG\right_2023_02_10_10_24_34_605.jpg,0,1,0,10.28336
D:\6th sem\nvidia self driving car project\myData\IMG\center_2023_02_10_10_24_34_705.jpg,D:\6th sem\nvidia self driving car project\myData\IMG\left_2023_02_10_10_24_34_705.jpg,D:\6th sem\nvidia self driving car project\myData\IMG\right_2023_02_10_10_24_34_705.jpg,-0.15,1,0,11.38168
D:\6th sem\nvidia self driving car project\myData\IMG\center_2023_02_10_10_24_34_804.jpg,D:\6th sem\nvidia self driving car project\myData\IMG\left_2023_02_10_10_24_34_804.jpg,D:\6th sem\nvidia self driving car project\myData\IMG\right_2023_02_10_10_24_34_804.jpg,-0.4,1,0,12.51056
D:\6th sem\nvidia self driving car project\myData\IMG\center_2023_02_10_10_24_34_896.jpg,D:\6th sem\nvidia self driving car project\myData\IMG\left_2023_02_10_10_24_34_896.jpg,D:\6th sem\nvidia self driving car project\myData\IMG\right_2023_02_10_10_24_34_896.jpg,0,1,0,13.25671
D:\6th sem\nvidia self driving car project\myData\IMG\center_2023_02_10_10_24_35_015.jpg,D:\6th sem\nvidia self driving car project\myData\IMG\left_2023_02_10_10_24_35_015.jpg,D:\6th sem\nvidia self driving car project\myData\IMG\right_2023_02_10_10_24_35_015.jpg,0,1,0,14.26243
D:\6th sem\nvidia self driving car project\myData\IMG\center_2023_02_10_10_24_35_095.jpg,D:\6th sem\nvidia self driving car project\myData\IMG\left_2023_02_10_10_24_35_095.jpg,D:\6th sem\nvidia self driving car project\myData\IMG\right_2023_02_10_10_24_35_095.jpg,-0.25,1,0,15.34671
D:\6th sem\nvidia self driving car project\myData\IMG\center_2023_02_10_10_24_35_199.jpg,D:\6th sem\nvidia self driving car project\myData\IMG\left_2023_02_10_10_24_35_199.jpg,D:\6th sem\nvidia self driving car project\myData\IMG\right_2023_02_10_10_24_35_199.jpg,0,1,0,16.33238
D:\6th sem\nvidia self driving car project\myData\IMG\center_2023_02_10_10_24_35_298.jpg,D:\6th sem\nvidia self driving car project\myData\IMG\left_2023_02_10_10_24_35_298.jpg,D:\6th sem\nvidia self driving car project\myData\IMG\right_2023_02_10_10_24_35_298.jpg,0,1,0,17.38696
D:\6th sem\nvidia self driving car project\myData\IMG\center_2023_02_10_10_24_35_372.jpg,D:\6th sem\nvidia self driving car project\myData\IMG\left_2023_02_10_10_24_35_372.jpg,D:\6th sem\nvidia self driving car project\myData\IMG\right_2023_02_10_10_24_35_372.jpg,0,1,0,18.20742
